,Unnamed: 0.1,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
1320,1320,1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,4,6,3,8888.42
1321,1321,1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3,1,5,2404.774
1322,1322,1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,3,4,2,5738.905
1323,1323,1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,4,2,2,1260.5525714285714
1324,1324,1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,4,3,3,16322.86
1325,1325,1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,2,3,5,688.97
1326,1326,1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,2,2,5,1659.35
1327,1327,1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,4,6,5,11268.56
1328,1328,1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,3,3,4,757.72
1329,1329,1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,4,5,2,1380.54
1330,1330,1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,2,3,2,3612.07
1331,1331,1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,2,2,2,436.99
1332,1332,1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,4,4,3,3086.08
1333,1333,1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4,6,4,4050.61
1334,1334,1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,4,1,4,6704.31
1335,1335,1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,3,0,1,6067.88
1336,1336,1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,4,3,2,6764.2
1337,1337,1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4,5,2,5494.136666666667
1338,1338,1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,4,4,2,5510.12
1339,1339,1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,3,3,5,621.57
1340,1340,1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,3,2,1,15201.08
1341,1341,1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,3,6,3,1035.97
1342,1342,1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,2,0,4,764.59
1343,1343,1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,3,2,1,4643.89
1344,1344,1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,4,5,6,2640.19
1345,1345,1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,4,1,1,613.47
1346,1346,1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,3,2,3,1512.69
1347,1347,1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3,6,2,2758.65
1348,1348,1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,4,2,7,2089.03
1349,1349,1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2,1,3,2243.54
1350,1350,1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,4,4,2,496.6
1351,1351,1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4,2,2,4732.15
1352,1352,1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,2,1,2,992.88
1353,1353,1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,3,5,1,1647.51
1354,1354,1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4,2,2,5033.61
1355,1355,1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,4,3,6,1201.45
1356,1356,1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,3,1,7,697.77
1357,1357,1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,2,4,3,492.37
1358,1358,1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,2,3,3,16368.72
1359,1359,1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,2,1,2,992.01
1360,1360,1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,4,6,3,3614.05
1361,1361,1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,3,5,3,985.02
1362,1362,1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4,3,2,4229.44
1363,1363,1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1,4,4,2171.08
1364,1364,1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,3,6,1,5044.14
1365,1365,1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,3,3,3,1512.86
1366,1366,1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,2,5,3,1620.38
1367,1367,1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,0,2,1,3307.48
1368,1368,1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,3,5,4,2535.23
1369,1369,1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,4,6,1,2535.2
1370,1370,1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,4,4,3,772.86
1371,1371,1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,4,5,5,860.43
1372,1372,1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,2,6,5,826.84
1373,1373,1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,2,5,1,4345.91
1374,1374,1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,4,3,4,7833.97
1375,1375,1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,2,2,5,12138.1
1376,1376,1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,4,5,2,1664.72
1377,1377,1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,2,1,1,701.61
1378,1378,1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,2,1,4,10517.56
1379,1379,1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,2,0,2,1043.96
1380,1380,1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,4,0,2,635.6
1381,1381,1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,3,4,3,6341.48
1382,1382,1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,4,4,4,813.29
1383,1383,1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,4,5,3,937.62
1384,1384,1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3,2,2,3459.16
1385,1385,1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,3,3,2,10948.26
1386,1386,1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,3,3,4,6582.83
1387,1387,1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,3,3,4,1053.64
1388,1388,1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,4,5,1,2562.59
1389,1389,1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,2,3,2,9882.23
1390,1390,1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,1,5,2,4654.5
1391,1391,1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,3,2,3,12403.29
1392,1392,1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,2,3,3,4302.01
1393,1393,1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4,3,1,4801.88
1394,1394,1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,2,5,4,3659.63
1395,1395,1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,4,6,3,770.01
1396,1396,1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,4,4,7,902.27
1397,1397,1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,3,3,2,4565.95
1398,1398,1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,4,6,5,857.61
1399,1399,1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,3,2,3,5436.91
1400,1400,1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4,2,2,4209.68
1401,1401,1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,4,3,6,2071.08
1402,1402,1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,4,5,2,10838.61
1403,1403,1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,1,6,2,5435.45
1404,1404,1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,4,4,1,10987.03
1405,1405,1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,0,4,3,5436.14
1406,1406,1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4,2,1,4207.56
1407,1407,1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,4,5,6,891.47
1408,1408,1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,4,3,1,14840.704
1409,1409,1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,3,1,6,1743.39
1410,1410,1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,3,6,1,4331.28
1411,1411,1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,0,1,0,3812.36
1412,1412,1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2,5,4,1968.67
1413,1413,1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,3,3,3,1218.56
1414,1414,1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,2,3,1,3470.48
1415,1415,1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,3,5,3,1864.39
1416,1416,1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,4,3,5,795.63
1417,1417,1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,3,2,3,4042.81
1418,1418,1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,1,4,3,3425.05
1419,1419,1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,4,5,5,2248.14
1420,1420,1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,2,1,2,5024.2
1421,1421,1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,4,3,1,1120.17
1422,1422,1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,3,5,5,527.3
1423,1423,1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3,6,1,3977.76
1424,1424,1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,4,5,3,849.5
1425,1425,1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,4,3,5,917.03
1426,1426,1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4,6,5,4569.46
1427,1427,1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,3,4,4,7391.59
1428,1428,1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,3,3,5,8867.22
1429,1429,1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,2,6,2,4384.97
1430,1430,1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1,4,3,892.05
1431,1431,1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2,1,1,1832.48
1432,1432,1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2,2,4,2816.18
1433,1433,1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3,1,4,2480.33
1434,1434,1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4,2,1,5030.51
1435,1435,1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,0,2,4,5543.06
1436,1436,1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,2,6,3,685.08
1437,1437,1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,4,4,1,1304.87
1438,1438,1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,2,6,3,691.36
1439,1439,1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,4,1,2,8576.22
1440,1440,1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3,3,2,2299.79
1441,1441,1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4,5,1,3865.37
1442,1442,1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,4,3,2,2384.947333333333
1443,1443,1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,4,4,6,724.32
1444,1444,1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2,4,3,2729.68
1445,1445,1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4,3,1,4745.82
1446,1446,1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,0,3,7,1270.65
1447,1447,1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,4,4,3,16583.75
1448,1448,1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,4,1,3,5834.83
1449,1449,1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,3,2,2,6266.99
1450,1450,1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,4,1,4,437.07
1451,1451,1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,4,2,5,900.4
1452,1452,1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,4,2,3,2615.53
1453,1453,1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3,1,3,3517.83
1454,1454,1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,4,6,3,981.21
1455,1455,1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,3,1,2,15339.78
1456,1456,1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,3,1,3,5677.55
1457,1457,1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,2,2,6,672.75
1458,1458,1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,4,1,2,1027.09
1459,1459,1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,4,3,3,1642.62
1460,1460,1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,2,2,3,16577.64
1461,1461,1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,4,2,5,755.41
1462,1462,1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,3,6,2,13174.56
1463,1463,1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,2,4,3,430.43
1464,1464,1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,4,6,4,1259.73
1465,1465,1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,3,4,5,2025.31
1466,1466,1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,4,3,3,6626.56
1467,1467,1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,3,3,2,751.23
1468,1468,1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,3,4,2,5369.67
1469,1469,1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0,4,2,10640.7
1470,1470,1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,2,4,3,739.93
1471,1471,1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,2,6,3,934.88
1472,1472,1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,2,5,2,4016.28
1473,1473,1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,2,2,2,547.96
1474,1474,1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,2,5,3,13809.23
1475,1475,1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,3,3,2,4853.84
1476,1476,1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,4,4,4,904.89
1477,1477,1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4,1,3,5225.17
1478,1478,1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,4,5,3,1776.32
1479,1479,1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,0,4,2,4710.17
1480,1480,1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,4,4,3,802.43
1481,1481,1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,3,4,3,6294.67
1482,1482,1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,3,2,3,1010.48
1483,1483,1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3,3,1,4019.33
1484,1484,1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,2,4,3,776.83
1485,1485,1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1,5,2,3843.52
1486,1486,1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,4,4,3,6914.78
1487,1487,1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1,4,2,3985.25
1488,1488,1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,4,6,5,979.1
1489,1489,1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,2,5,4,979.91
1490,1490,1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,4,3,1,6544.98
1491,1491,1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,4,4,7,4327.02
1492,1492,1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,4,1,3,5078.18
1493,1493,1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,3,5,7,1183.04
1494,1494,1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,3,2,1,13418.2625
1495,1495,1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,1,0,1,9593.34
1496,1496,1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,4,2,3,11267.32
1497,1497,1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4,3,2,5062.67
1498,1498,1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,4,3,4,1899.26
1499,1499,1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3,5,1,3935.88
1500,1500,1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,2,5,2,706.71
1501,1501,1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4,5,2,3448.25
1502,1502,1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,4,6,4,750.97
1503,1503,1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,4,5,3,1691.83
1504,1504,1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,1,3,3,2553.45
1505,1505,1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,2,4,3,6456.18
1506,1506,1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4,1,1,4149.95
1507,1507,1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,2,1,3,16095.79
1508,1508,1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,4,3,4,693.635
1509,1509,1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,4,3,2,822.61
1510,1510,1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,2,5,6,856.95
1511,1511,1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,2,3,5,483.12
1512,1512,1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,4,5,2,12539.15
1513,1513,1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,4,5,1,469.7258333333333
1514,1514,1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1,3,2,469.17
1515,1515,1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2,2,1,2281.74
1516,1516,1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,2,2,5,942.44
1517,1517,1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,4,5,5,1222.25
1518,1518,1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,4,1,7,1668.44
1519,1519,1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,4,6,5,2710.41
1520,1520,1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,4,2,6,978.93
1521,1521,1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,2,3,1,11703.44
1522,1522,1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,4,0,4,2067.49
1523,1523,1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,1,1,2,8661.86
1524,1524,1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1,4,6,1231.39
1525,1525,1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,3,4,7,1002.26
1526,1526,1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,4,2,2,6931.93
1527,1527,1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,0,4,3,1761.72
1528,1528,1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,4,2,5,1684.42
1529,1529,1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,4,3,4,14300.16
1530,1530,1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,1,6,1,5820.83
1531,1531,1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,3,2,3,747.05
1532,1532,1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,3,6,3,827.79
1533,1533,1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4,4,1,4025.08
1534,1534,1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,2,6,1,4880.05
1535,1535,1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,2,1,2,3298.25
1536,1536,1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,4,5,7,1041.63
1537,1537,1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1,0,4,1427.01
1538,1538,1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1,6,3,837.87
1539,1539,1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,2,3,7,993.09
1540,1540,1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,4,5,5,674.3
1541,1541,1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,3,2,4,16938.7
1542,1542,1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,3,0,2,12308.325
1543,1543,1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,4,5,6,12684.23
1544,1544,1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,4,5,2,2964.78
1545,1545,1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,3,4,1,4478.27
1546,1546,1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2,1,3,1510.25
1547,1547,1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,4,1,2,395.46
1548,1548,1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,4,4,6,2028.55
1549,1549,1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,4,6,2,1027.21
1550,1550,1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3,6,4,3262.74
1551,1551,1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,4,1,2,17359.73
1552,1552,1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,1,3,3,2478.65
1553,1553,1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,4,4,4,17398.16
1554,1554,1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,2,0,4,8235.94
1555,1555,1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,3,1,2,2251.91
1556,1556,1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,1,4,3,2585.51
1557,1557,1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,2,3,4,6473.65
1558,1558,1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,1,2,1,4136.07
1559,1559,1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,3,5,2,2736.17
1560,1560,1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,4,5,6,2204.33
1561,1561,1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,3,2,1,15737.89
1562,1562,1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,4,3,5,755.71
1563,1563,1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,2,1,5,3221.75
1564,1564,1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,2,6,1,4342.24
1565,1565,1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,3,5,1,1216.94
1566,1566,1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,4,6,2,1726.8
1567,1567,1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,4,4,3,722.59
1568,1568,1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,3,6,2,5589.286666666668
1569,1569,1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,4,5,3,1258.75
1570,1570,1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,3,3,4,13921.98
1571,1571,1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,4,4,6,836.04
1572,1572,1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,4,3,1,2082.04
1573,1573,1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,1,2,4,505.55
1574,1574,1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,2,5,5,998.95
